,target
7019,2
7020,3
7021,4
7022,5
7023,6
7024,7
7025,8
7026,9
7027,0
7028,1
7029,2
7030,3
7031,4
7032,5
7033,6
7034,7
7035,8
7036,9
7037,0
7038,1
7039,2
7040,3
7041,4
7042,5
7043,6
7044,7
7045,8
7046,9
7047,0
7048,1
7049,2
7050,3
7051,4
7052,5
7053,6
7054,7
7055,8
7056,9
7057,0
7058,1
7059,2
7060,3
7061,4
7062,5
7063,6
7064,7
7065,8
7066,9
7067,0
7068,1
7069,2
7070,3
7071,4
7072,5
7073,6
7074,7
7075,8
7076,9
7077,0
7078,1
7079,2
7080,3
7081,4
7082,5
7083,6
7084,7
7085,8
7086,9
7087,0
7088,1
7089,2
7090,3
7091,4
7092,5
7093,6
7094,7
7095,8
7096,9
7097,0
7098,1
7099,2
7100,3
7101,4
7102,5
7103,6
7104,7
7105,8
7106,9
7107,0
7108,1
7109,2
7110,3
7111,4
7112,5
7113,6
7114,7
7115,8
7116,9
7117,0
7118,1
7119,2
7120,3
7121,4
7122,5
7123,6
7124,7
7125,8
7126,9
7127,0
7128,1
7129,2
7130,3
7131,4
7132,5
7133,6
7134,7
7135,8
7136,9
7137,0
7138,1
7139,2
7140,3
7141,4
7142,5
7143,6
7144,7
7145,8
7146,9
7147,0
7148,1
7149,2
7150,3
7151,4
7152,5
7153,6
7154,7
7155,8
7156,9
7157,0
7158,1
7159,2
7160,3
7161,4
7162,5
7163,6
7164,7
7165,8
7166,9
7167,0
7168,1
7169,2
7170,3
7171,4
7172,5
7173,6
7174,7
7175,8
7176,9
7177,0
7178,1
7179,2
7180,3
7181,4
7182,5
7183,6
7184,7
7185,8
7186,9
7187,0
7188,1
7189,2
7190,3
7191,4
7192,5
7193,6
7194,7
7195,8
7196,9
7197,0
7198,1
7199,2
7200,3
7201,4
7202,5
7203,6
7204,7
7205,8
7206,9
7207,0
7208,1
7209,2
7210,3
7211,4
7212,5
7213,6
7214,7
7215,8
7216,9
7217,0
7218,1
7219,2
7220,3
7221,4
7222,5
7223,6
7224,7
7225,8
7226,9
7227,0
7228,1
7229,2
7230,3
7231,4
7232,5
7233,6
7234,7
7235,8
7236,9
7237,0
7238,1
7239,2
7240,3
7241,4
7242,5
7243,6
7244,7
7245,8
7246,9
7247,0
7248,1
7249,2
7250,3
7251,4
7252,5
7253,6
7254,7
7255,8
7256,9
7257,0
7258,1
7259,2
7260,3
7261,4
7262,5
7263,6
7264,7
7265,8
7266,9
7267,0
7268,1
7269,2
7270,3
7271,4
7272,5
7273,6
7274,7
7275,8
7276,9
7277,0
7278,1
7279,2
7280,3
7281,4
7282,5
7283,6
7284,7
7285,8
7286,9
7287,0
7288,1
7289,2
7290,3
7291,4
7292,5
7293,6
7294,7
7295,8
7296,9
7297,0
7298,1
7299,2
7300,3
7301,4
7302,5
7303,6
7304,7
7305,8
7306,9
7307,0
7308,1
7309,2
7310,3
7311,4
7312,5
7313,6
7314,7
7315,8
7316,9
7317,0
7318,1
7319,2
7320,3
7321,4
7322,5
7323,6
7324,7
7325,8
7326,9
7327,0
7328,1
7329,2
7330,3
7331,4
7332,5
7333,6
7334,7
7335,8
7336,9
7337,0
7338,1
7339,2
7340,3
7341,4
7342,5
7343,6
7344,7
7345,8
7346,9
7347,0
7348,1
7349,2
7350,3
7351,4
7352,5
7353,6
7354,7
7355,8
7356,9
7357,0
7358,1
7359,2
7360,3
7361,4
7362,5
7363,6
7364,7
7365,8
7366,8
7367,9
7368,0
7369,1
7370,2
7371,3
7372,4
7373,5
7374,6
7375,7
7376,8
7377,9
7378,0
7379,1
7380,2
7381,3
7382,4
7383,5
7384,6
7385,7
7386,8
7387,9
7388,0
7389,1
7390,2
7391,3
7392,4
7393,5
7394,6
7395,7
7396,8
7397,9
7398,0
7399,1
7400,2
7401,3
7402,4
7403,5
7404,6
7405,7
7406,8
7407,9
7408,0
7409,1
7410,2
7411,3
7412,4
7413,5
7414,6
7415,7
7416,8
7417,9
7418,0
7419,1
7420,2
7421,3
7422,4
7423,5
7424,6
7425,7
7426,8
7427,9
7428,0
7429,1
7430,2
7431,3
7432,4
7433,5
7434,6
7435,7
7436,8
7437,9
7438,0
7439,1
7440,2
7441,3
7442,4
7443,5
7444,6
7445,7
7446,8
7447,9
7448,0
7449,1
7450,2
7451,3
7452,4
7453,5
7454,6
7455,7
7456,8
7457,9
7458,0
7459,1
7460,2
7461,3
7462,4
7463,5
7464,6
7465,7
7466,8
7467,9
7468,0
7469,1
7470,2
7471,3
7472,4
7473,5
7474,6
7475,7
7476,8
7477,9
7478,0
7479,1
7480,2
7481,3
7482,4
7483,5
7484,6
7485,7
7486,8
7487,9
7488,0
7489,1
7490,2
7491,3
7492,4
7493,5
7494,6
7495,7
7496,8
7497,9
7498,0
7499,1
7500,2
7501,3
7502,4
7503,5
7504,6
7505,7
7506,8
7507,9
7508,0
7509,1
7510,2
7511,3
7512,4
7513,5
7514,6
7515,7
7516,8
7517,9
7518,0
7519,1
7520,2
7521,3
7522,4
7523,5
7524,6
7525,7
7526,8
7527,9
7528,0
7529,1
7530,2
7531,3
7532,4
7533,5
7534,6
7535,7
7536,8
7537,9
7538,0
7539,1
7540,2
7541,3
7542,4
7543,5
7544,6
7545,7
7546,8
7547,9
7548,0
7549,1
7550,2
7551,3
7552,4
7553,5
7554,6
7555,7
7556,8
7557,9
7558,0
7559,1
7560,2
7561,3
7562,4
7563,5
7564,6
7565,7
7566,8
7567,9
7568,0
7569,1
7570,2
7571,3
7572,4
7573,5
7574,6
7575,7
7576,8
7577,9
7578,0
7579,1
7580,2
7581,3
7582,4
7583,5
7584,6
7585,7
7586,8
7587,9
7588,0
7589,1
7590,2
7591,3
7592,4
7593,5
7594,6
7595,7
7596,8
7597,9
7598,0
7599,1
7600,2
7601,3
7602,4
7603,5
7604,6
7605,7
7606,8
7607,9
7608,0
7609,1
7610,2
7611,3
7612,4
7613,5
7614,6
7615,7
7616,8
7617,9
7618,0
7619,1
7620,2
7621,3
7622,4
7623,5
7624,6
7625,7
7626,8
7627,9
7628,0
7629,1
7630,2
7631,3
7632,4
7633,5
7634,6
7635,7
7636,8
7637,9
7638,0
7639,1
7640,2
7641,3
7642,4
7643,5
7644,6
7645,7
7646,8
7647,9
7648,0
7649,1
7650,2
7651,3
7652,4
7653,5
7654,6
7655,7
7656,8
7657,9
7658,0
7659,1
7660,2
7661,3
7662,4
7663,5
7664,6
7665,7
7666,8
7667,9
7668,0
7669,1
7670,2
7671,3
7672,4
7673,5
7674,6
7675,7
7676,8
7677,9
7678,0
7679,1
7680,2
7681,3
7682,4
7683,5
7684,6
7685,7
7686,8
7687,9
7688,0
7689,1
7690,2
7691,3
7692,4
7693,5
7694,6
7695,7
7696,8
7697,9
7698,0
7699,1
7700,2
7701,3
7702,4
7703,5
7704,6
7705,7
7706,8
7707,9
7708,0
7709,1
7710,2
7711,3
7712,4
7713,5
7714,6
7715,7
7716,8
7717,9
7718,0
7719,1
7720,2
7721,3
7722,4
7723,5
7724,6
7725,7
7726,8
7727,9
7728,0
7729,1
7730,2
7731,3
7732,4
7733,5
7734,6
7735,7
7736,8
7737,9
7738,0
7739,1
7740,2
7741,3
7742,4
7743,5
7744,6
7745,7
7746,8
7747,9
7748,0
7749,1
7750,2
7751,3
7752,4
7753,5
7754,6
7755,7
7756,8
7757,9
7758,0
7759,1
7760,2
7761,3
7762,4
7763,5
7764,6
7765,7
7766,8
7767,9
7768,0
7769,1
7770,2
7771,3
7772,4
7773,5
7774,6
7775,7
7776,8
7777,9
7778,0
7779,1
7780,2
7781,3
7782,4
7783,5
7784,6
7785,7
7786,8
7787,9
7788,0
7789,1
7790,2
7791,3
7792,4
7793,5
7794,6
7795,7
7796,8
7797,9
7798,0
7799,1
7800,2
7801,3
7802,4
7803,5
7804,6
7805,7
7806,8
7807,9
7808,0
7809,1
7810,2
7811,3
7812,4
7813,5
7814,6
7815,7
7816,8
7817,9
7818,0
7819,1
7820,2
7821,3
7822,4
7823,5
7824,6
7825,7
7826,8
7827,9
7828,0
7829,1
7830,2
7831,3
7832,4
7833,5
7834,6
7835,7
7836,8
7837,9
7838,0
7839,1
7840,2
7841,3
7842,4
7843,5
7844,6
7845,7
7846,8
7847,9
7848,0
7849,1
7850,2
7851,3
7852,4
7853,5
7854,6
7855,7
7856,8
7857,9
7858,0
7859,1
7860,2
7861,3
7862,4
7863,5
7864,6
7865,7
7866,8
7867,9
7868,0
7869,1
7870,2
7871,3
7872,4
7873,5
7874,6
7875,7
7876,8
7877,9
7878,0
7879,1
7880,2
7881,3
7882,4
7883,5
7884,6
7885,7
7886,8
7887,9
7888,0
7889,1
7890,2
7891,3
7892,4
7893,5
7894,6
7895,7
7896,8
7897,9
7898,0
7899,1
7900,2
7901,3
7902,4
7903,5
7904,6
7905,7
7906,8
7907,9
7908,0
7909,1
7910,2
7911,3
7912,4
7913,5
7914,6
7915,7
7916,8
7917,9
7918,0
7919,1
7920,2
7921,3
7922,4
7923,5
7924,6
7925,7
7926,8
7927,9
7928,0
7929,1
7930,2
7931,3
7932,4
7933,5
7934,6
7935,7
7936,8
7937,9
7938,0
7939,1
7940,2
7941,3
7942,4
7943,5
7944,6
7945,7
7946,8
7947,9
7948,0
7949,1
7950,2
7951,3
7952,4
7953,5
7954,6
7955,7
7956,8
7957,9
7958,0
7959,1
7960,2
7961,3
7962,4
7963,5
7964,6
7965,7
7966,8
7967,9
7968,0
7969,1
7970,2
7971,3
7972,4
7973,5
7974,6
7975,7
7976,8
7977,9
7978,0
7979,1
7980,2
7981,3
7982,4
7983,5
7984,6
7985,7
7986,8
7987,9
7988,0
7989,1
7990,2
7991,3
7992,4
7993,5
7994,6
7995,7
7996,8
7997,9
7998,0
7999,1
8000,2
8001,3
8002,4
8003,5
8004,6
8005,7
8006,8
8007,9
8008,0
8009,1
8010,2
8011,3
8012,4
8013,5
8014,6
8015,7
8016,8
8017,9
8018,0
8019,1
8020,2
8021,3
8022,4
8023,5
8024,6
8025,7
8026,8
8027,9
8028,0
8029,1
8030,2
8031,3
8032,4
8033,5
8034,6
8035,7
8036,8
8037,9
8038,0
8039,1
8040,2
8041,3
8042,4
8043,5
8044,6
8045,7
8046,8
8047,9
8048,0
8049,1
8050,2
8051,3
8052,4
8053,5
8054,6
8055,7
8056,8
8057,9
8058,0
8059,1
8060,2
8061,3
8062,4
8063,5
8064,6
8065,7
8066,8
8067,9
8068,0
8069,1
8070,2
8071,3
8072,4
8073,5
8074,6
8075,7
8076,8
8077,9
8078,0
8079,1
8080,2
8081,3
8082,4
8083,5
8084,6
8085,7
8086,8
8087,9
8088,0
8089,1
8090,2
8091,3
8092,4
8093,5
8094,6
8095,7
8096,8
8097,9
8098,0
8099,1
8100,2
8101,3
8102,4
8103,5
8104,6
8105,7
8106,8
8107,9
8108,0
8109,1
8110,2
8111,3
8112,4
8113,5
8114,6
8115,7
8116,8
8117,9
8118,0
8119,1
8120,2
8121,3
8122,4
8123,5
8124,6
8125,7
8126,8
8127,9
8128,0
8129,1
8130,2
8131,3
8132,4
8133,5
8134,6
8135,7
8136,8
8137,9
8138,0
8139,1
8140,2
8141,3
8142,4
8143,5
8144,6
8145,7
8146,8
8147,9
8148,0
8149,1
8150,2
8151,3
8152,4
8153,5
8154,6
8155,7
8156,8
8157,9
8158,0
8159,1
8160,2
8161,3
8162,4
8163,5
8164,6
8165,7
8166,8
8167,9
8168,0
8169,1
8170,2
8171,3
8172,4
8173,5
8174,6
8175,7
8176,8
8177,9
8178,0
8179,1
8180,2
8181,3
8182,4
8183,5
8184,6
8185,7
8186,8
8187,9
8188,0
8189,1
8190,2
8191,3
8192,4
8193,5
8194,6
8195,7
8196,8
8197,9
8198,0
8199,1
8200,2
8201,3
8202,4
8203,5
8204,6
8205,7
8206,8
8207,9
8208,0
8209,1
8210,2
8211,3
8212,4
8213,5
8214,6
8215,7
8216,8
8217,9
8218,0
8219,1
8220,2
8221,3
8222,4
8223,5
8224,6
8225,7
8226,8
8227,9
8228,0
8229,1
8230,2
8231,3
8232,4
8233,5
8234,6
8235,7
8236,8
8237,9
8238,0
8239,1
8240,2
8241,3
8242,4
8243,5
8244,6
8245,7
8246,8
8247,9
8248,0
8249,1
8250,2
8251,3
8252,4
8253,5
8254,6
8255,7
8256,8
8257,9
8258,0
8259,1
8260,2
8261,3
8262,4
8263,5
8264,6
8265,7
8266,8
8267,9
8268,0
8269,1
8270,2
8271,3
8272,4
8273,5
8274,6
8275,7
8276,8
8277,9
8278,0
8279,1
8280,2
8281,3
8282,4
8283,5
8284,6
8285,7
8286,8
8287,9
8288,0
8289,1
8290,2
8291,3
8292,4
8293,5
8294,6
8295,7
8296,8
8297,9
8298,0
8299,1
8300,2
8301,3
8302,4
8303,5
8304,6
8305,7
8306,8
8307,9
8308,0
8309,1
8310,2
8311,3
8312,4
8313,5
8314,6
8315,7
8316,8
8317,9
8318,0
8319,1
8320,2
8321,3
8322,4
8323,5
8324,6
8325,7
8326,8
8327,9
8328,0
8329,1
8330,2
8331,3
8332,4
8333,5
8334,6
8335,7
8336,8
8337,9
8338,0
8339,1
8340,2
8341,3
8342,4
8343,5
8344,6
8345,7
8346,8
8347,9
8348,0
8349,1
8350,2
8351,3
8352,4
8353,5
8354,6
8355,7
8356,8
8357,9
8358,0
8359,1
8360,2
8361,3
8362,4
8363,5
8364,6
8365,7
8366,8
8367,9
8368,0
8369,1
8370,2
8371,3
8372,4
8373,5
8374,6
8375,7
8376,8
8377,9
8378,0
8379,1
8380,2
8381,3
8382,4
8383,5
8384,6
8385,7
8386,8
8387,9
8388,0
8389,1
8390,2
8391,3
8392,4
8393,5
8394,6
8395,7
8396,8
8397,9
8398,0
8399,1
8400,2
8401,3
8402,4
8403,5
8404,6
8405,7
8406,8
8407,9
8408,0
8409,1
8410,2
8411,3
8412,4
8413,5
8414,6
8415,7
8416,8
8417,9
8418,0
8419,1
8420,2
8421,3
8422,4
8423,5
8424,6
8425,7
8426,8
8427,9
8428,0
8429,1
8430,2
8431,3
8432,4
8433,5
8434,6
8435,7
8436,8
8437,9
8438,0
8439,1
8440,2
8441,3
8442,4
8443,5
8444,6
8445,7
8446,8
8447,9
8448,0
8449,1
8450,2
8451,3
8452,4
8453,5
8454,6
8455,7
8456,8
8457,9
8458,0
8459,1
8460,2
8461,3
8462,4
8463,5
8464,6
8465,7
8466,8
8467,9
8468,0
8469,1
8470,2
8471,3
8472,4
8473,5
8474,6
8475,7
8476,8
8477,9
8478,0
8479,1
8480,2
8481,3
8482,4
8483,5
8484,6
8485,7
8486,8
8487,9
8488,0
8489,1
8490,2
8491,3
8492,4
8493,5
8494,6
8495,7
8496,8
8497,9
8498,0
8499,1
8500,2
8501,3
8502,4
8503,5
8504,6
8505,7
8506,8
8507,9
8508,0
8509,1
8510,2
8511,3
8512,4
8513,5
8514,6
8515,7
8516,8
8517,9
8518,0
8519,1
8520,2
8521,3
8522,4
8523,5
8524,6
8525,7
8526,8
8527,9
8528,0
8529,1
8530,2
8531,3
8532,4
8533,5
8534,6
8535,7
8536,8
8537,9
8538,0
8539,1
8540,2
8541,3
8542,4
8543,5
8544,6
8545,7
8546,8
8547,9
8548,0
8549,1
8550,2
8551,3
8552,4
8553,5
8554,6
8555,7
8556,8
8557,9
8558,0
8559,1
8560,2
8561,3
8562,4
8563,5
8564,6
8565,7
8566,8
8567,9
8568,0
8569,1
8570,2
8571,3
8572,4
8573,5
8574,6
8575,7
8576,8
8577,9
8578,0
8579,1
8580,2
8581,3
8582,4
8583,5
8584,6
8585,7
8586,8
8587,9
8588,0
8589,1
8590,2
8591,3
8592,4
8593,5
8594,6
8595,7
8596,8
8597,9
8598,0
8599,1
8600,2
8601,3
8602,4
8603,5
8604,6
8605,7
8606,8
8607,9
8608,0
8609,1
8610,2
8611,3
8612,4
8613,5
8614,6
8615,7
8616,8
8617,9
8618,0
8619,1
8620,2
8621,3
8622,4
8623,5
8624,6
8625,7
8626,8
8627,9
8628,0
8629,1
8630,2
8631,3
8632,4
8633,5
8634,6
8635,7
8636,8
8637,9
8638,0
8639,1
8640,2
8641,3
8642,4
8643,5
8644,6
8645,7
8646,8
8647,9
8648,0
8649,1
8650,2
8651,3
8652,4
8653,5
8654,6
8655,7
8656,8
8657,9
8658,0
8659,1
8660,2
8661,3
8662,4
8663,5
8664,6
8665,7
8666,8
8667,9
8668,0
8669,1
8670,2
8671,3
8672,4
8673,5
8674,6
8675,7
8676,8
8677,9
8678,0
8679,1
8680,2
8681,3
8682,4
8683,5
8684,6
8685,7
8686,8
8687,9
8688,0
8689,1
8690,2
8691,3
8692,4
8693,5
8694,6
8695,7
8696,8
8697,9
8698,0
8699,1
8700,2
8701,3
8702,4
8703,5
8704,6
8705,7
8706,8
8707,9
8708,0
8709,1
8710,2
8711,3
8712,4
8713,5
8714,6
8715,7
8716,8
8717,9
8718,0
8719,1
8720,2
8721,3
8722,4
8723,5
8724,6
8725,7
8726,8
8727,9
8728,0
8729,1
8730,2
8731,3
8732,4
8733,5
8734,6
8735,7
8736,8
8737,9
8738,0
8739,1
8740,2
8741,3
8742,4
8743,5
8744,6
8745,7
8746,8
8747,9
8748,0
8749,1
8750,2
8751,3
8752,4
8753,5
8754,6
8755,7
8756,8
8757,9
8758,0
8759,1
8760,2
8761,3
8762,4
8763,5
8764,6
8765,7
8766,8
8767,9
8768,0
8769,1
8770,2
8771,3
8772,4
8773,5
8774,6
8775,7
8776,8
8777,9
8778,0
8779,1
8780,2
8781,3
8782,4
8783,5
8784,6
8785,7
8786,8
8787,9
8788,0
8789,1
8790,2
8791,3
8792,4
8793,5
8794,6
8795,7
8796,8
8797,9
8798,0
8799,1
8800,2
8801,3
8802,4
8803,5
8804,6
8805,7
8806,8
8807,9
8808,0
8809,1
8810,2
8811,3
8812,4
8813,5
8814,6
8815,7
8816,8
8817,9
8818,0
8819,1
8820,2
8821,3
8822,4
8823,5
8824,6
8825,7
8826,8
8827,9
8828,0
8829,1
8830,2
8831,3
8832,4
8833,5
8834,6
8835,7
8836,8
8837,9
8838,0
8839,1
8840,2
8841,3
8842,4
8843,5
8844,6
8845,7
8846,8
8847,9
8848,0
8849,1
8850,2
8851,3
8852,4
8853,5
8854,6
8855,7
8856,8
8857,9
8858,0
8859,1
8860,2
8861,3
8862,4
8863,5
8864,6
8865,7
8866,8
8867,9
8868,0
8869,1
8870,2
8871,3
8872,4
8873,5
8874,6
8875,7
8876,8
8877,9
8878,0
8879,1
8880,2
8881,3
8882,4
8883,5
8884,6
8885,7
8886,8
8887,9
8888,0
8889,1
8890,2
8891,3
8892,4
8893,5
8894,6
8895,7
8896,8
8897,9
8898,0
8899,1
8900,2
8901,3
8902,4
8903,5
8904,6
8905,7
8906,8
8907,9
8908,0
8909,1
8910,2
8911,3
8912,4
8913,5
8914,6
8915,7
8916,8
8917,9
8918,0
8919,1
8920,2
8921,3
8922,4
8923,5
8924,6
8925,7
8926,8
8927,9
8928,0
8929,1
8930,2
8931,3
8932,4
8933,5
8934,6
8935,7
8936,8
8937,9
8938,0
8939,1
8940,2
8941,3
8942,4
8943,5
8944,6
8945,7
8946,8
8947,9
8948,0
8949,1
8950,2
8951,3
8952,4
8953,5
8954,6
8955,7
8956,8
8957,9
8958,0
8959,1
8960,2
8961,3
8962,4
8963,5
8964,6
8965,7
8966,8
8967,9
8968,0
8969,1
8970,2
8971,3
8972,4
8973,5
8974,6
8975,7
8976,8
8977,9
8978,0
8979,1
8980,2
8981,3
8982,4
8983,5
8984,6
8985,7
8986,8
8987,9
8988,0
8989,1
8990,2
8991,3
8992,4
8993,5
8994,6
8995,7
8996,8
8997,9
8998,0
8999,1
9000,2
9001,3
9002,4
9003,5
9004,6
9005,7
9006,8
9007,9
9008,0
9009,1
9010,2
9011,3
9012,4
9013,5
9014,6
9015,7
9016,8
9017,9
9018,0
9019,1
9020,2
9021,3
9022,4
9023,5
9024,6
9025,7
9026,8
9027,9
9028,0
9029,1
9030,2
9031,3
9032,4
9033,5
9034,6
9035,7
9036,8
9037,9
9038,0
9039,1
9040,2
9041,3
9042,4
9043,5
9044,6
9045,7
9046,8
9047,9
9048,0
9049,1
9050,2
9051,3
9052,4
9053,5
9054,6
9055,7
9056,8
9057,9
9058,0
9059,1
9060,2
9061,3
9062,4
9063,5
9064,6
9065,7
9066,8
9067,9
9068,0
9069,1
9070,2
9071,3
9072,4
9073,5
9074,6
9075,7
9076,8
9077,9
9078,0
9079,1
9080,2
9081,3
9082,4
9083,5
9084,6
9085,7
9086,8
9087,9
9088,0
9089,1
9090,2
9091,3
9092,4
9093,5
9094,6
9095,7
9096,8
9097,9
9098,0
9099,1
9100,2
9101,3
9102,4
9103,5
9104,6
9105,7
9106,8
9107,9
9108,0
9109,1
9110,2
9111,3
9112,4
9113,5
9114,6
9115,7
9116,8
9117,9
9118,0
9119,1
9120,2
9121,3
9122,4
9123,5
9124,6
9125,7
9126,8
9127,9
9128,0
9129,1
9130,2
9131,3
9132,4
9133,5
9134,6
9135,7
9136,8
9137,9
9138,0
9139,1
9140,2
9141,3
9142,4
9143,5
9144,6
9145,7
9146,8
9147,9
9148,0
9149,1
9150,2
9151,3
9152,4
9153,5
9154,6
9155,7
9156,8
9157,9
9158,0
9159,1
9160,2
9161,3
9162,4
9163,5
9164,6
9165,7
9166,8
9167,9
9168,0
9169,1
9170,2
9171,3
9172,4
9173,5
9174,6
9175,7
9176,8
9177,9
9178,0
9179,1
9180,2
9181,3
9182,4
9183,5
9184,6
9185,7
9186,8
9187,9
9188,0
9189,1
9190,2
9191,3
9192,4
9193,5
9194,6
9195,7
9196,8
9197,9
9198,0
9199,1
9200,2
9201,3
9202,4
9203,5
9204,6
9205,7
9206,8
9207,9
9208,0
9209,1
9210,2
9211,3
9212,4
9213,5
9214,6
9215,7
9216,8
9217,9
9218,0
9219,1
9220,2
9221,3
9222,4
9223,5
9224,6
9225,7
9226,8
9227,9
9228,0
9229,1
9230,2
9231,3
9232,4
9233,5
9234,6
9235,7
9236,8
9237,9
9238,0
9239,1
9240,2
9241,3
9242,4
9243,5
9244,6
9245,7
9246,8
9247,9
9248,0
9249,1
9250,2
9251,3
9252,4
9253,5
9254,6
9255,7
9256,8
9257,9
9258,0
9259,1
9260,2
9261,3
9262,4
9263,5
9264,6
9265,7
9266,8
9267,9
9268,0
9269,1
9270,2
9271,3
9272,4
9273,5
9274,6
9275,7
9276,8
9277,9
9278,0
9279,1
9280,2
9281,3
9282,4
9283,5
9284,6
9285,7
9286,8
9287,9
9288,0
9289,1
9290,2
9291,3
9292,4
9293,5
9294,6
9295,7
9296,8
9297,9
9298,0
9299,1
9300,2
9301,3
9302,4
9303,5
9304,6
9305,7
9306,8
9307,9
9308,0
9309,1
9310,2
9311,3
9312,4
9313,5
9314,6
9315,7
9316,8
9317,9
9318,0
9319,1
9320,2
9321,3
9322,4
9323,5
9324,6
9325,7
9326,8
9327,9
9328,0
9329,1
9330,2
9331,3
9332,4
9333,5
9334,6
9335,7
9336,8
9337,9
9338,0
9339,1
9340,2
9341,3
9342,4
9343,5
9344,6
9345,7
9346,8
9347,9
9348,0
9349,1
9350,2
9351,3
9352,4
9353,5
9354,6
9355,7
9356,8
9357,9
9358,0
9359,1
9360,2
9361,3
9362,4
9363,5
9364,6
9365,7
9366,8
9367,9
9368,0
9369,1
9370,2
9371,3
9372,4
9373,5
9374,6
9375,7
9376,8
9377,9
9378,0
9379,1
9380,2
9381,3
9382,4
9383,5
9384,6
9385,7
9386,8
9387,9
9388,0
9389,1
9390,2
9391,3
9392,4
9393,5
9394,6
9395,7
9396,8
9397,9
9398,0
9399,1
9400,2
9401,3
9402,4
9403,5
9404,6
9405,7
9406,8
9407,9
9408,0
9409,1
9410,2
9411,3
9412,4
9413,5
9414,6
9415,7
9416,8
9417,9
9418,0
9419,1
9420,2
9421,3
9422,4
9423,5
9424,6
9425,7
9426,8
9427,9
9428,0
9429,1
9430,2
9431,3
9432,4
9433,5
9434,6
9435,7
9436,8
9437,9
9438,0
9439,1
9440,2
9441,3
9442,4
9443,5
9444,6
9445,7
9446,8
9447,9
9448,0
9449,1
9450,2
9451,3
9452,4
9453,5
9454,6
9455,7
9456,8
9457,9
9458,0
9459,1
9460,2
9461,3
9462,4
9463,5
9464,6
9465,7
9466,8
9467,9
9468,0
9469,1
9470,2
9471,3
9472,4
9473,5
9474,6
9475,7
9476,8
9477,9
9478,0
9479,1
9480,2
9481,3
9482,4
9483,5
9484,6
9485,7
9486,8
9487,9
9488,0
9489,1
9490,2
9491,3
9492,4
9493,5
9494,6
9495,7
9496,8
9497,9
9498,0
9499,1
9500,2
9501,3
9502,4
9503,5
9504,6
9505,7
9506,8
9507,9
9508,0
9509,1
9510,2
9511,3
9512,4
9513,5
9514,6
9515,7
9516,8
9517,9
9518,0
9519,1
9520,2
9521,3
9522,4
9523,5
9524,6
9525,7
9526,8
9527,9
9528,0
9529,1
9530,2
9531,3
9532,4
9533,5
9534,6
9535,7
9536,8
9537,9
9538,0
9539,1
9540,2
9541,3
9542,4
9543,5
9544,6
9545,7
9546,8
9547,9
9548,0
9549,1
9550,2
9551,3
9552,4
9553,5
9554,6
9555,7
9556,8
9557,9
9558,0
9559,1
9560,2
9561,3
9562,4
9563,5
9564,6
9565,7
9566,8
9567,9
9568,0
9569,1
9570,2
9571,3
9572,4
9573,5
9574,6
9575,7
9576,8
9577,9
9578,0
9579,1
9580,2
9581,3
9582,4
9583,5
9584,6
9585,7
9586,8
9587,9
9588,0
9589,1
9590,2
9591,3
9592,4
9593,5
9594,6
9595,7
9596,8
9597,9
9598,0
9599,1
9600,2
9601,3
9602,4
9603,5
9604,6
9605,7
9606,8
9607,9
9608,0
9609,1
9610,2
9611,3
9612,4
9613,5
9614,6
9615,7
9616,8
9617,9
9618,0
9619,1
9620,2
9621,3
9622,4
9623,5
9624,6
9625,7
9626,8
9627,9
9628,0
9629,1
9630,2
9631,3
9632,4
9633,5
9634,6
9635,7
9636,8
9637,9
9638,0
9639,1
9640,2
9641,3
9642,4
9643,5
9644,6
9645,7
9646,8
9647,9
9648,0
9649,1
9650,2
9651,3
9652,4
9653,5
9654,6
9655,7
9656,8
9657,9
9658,0
9659,1
9660,2
9661,3
9662,4
9663,5
9664,6
9665,7
9666,8
9667,9
9668,0
9669,1
9670,2
9671,3
9672,4
9673,5
9674,6
9675,7
9676,8
9677,9
9678,0
9679,1
9680,2
9681,3
9682,4
9683,5
9684,6
9685,7
9686,8
9687,9
9688,0
9689,1
9690,2
9691,3
9692,4
9693,5
9694,6
9695,7
9696,8
9697,9
9698,0
9699,1
9700,2
9701,3
9702,4
9703,5
9704,6
9705,7
9706,8
9707,9
9708,0
9709,1
9710,2
9711,3
9712,4
9713,5
9714,6
9715,7
9716,8
9717,9
9718,0
9719,1
9720,2
9721,3
9722,4
9723,5
9724,6
9725,7
9726,8
9727,9
9728,0
9729,1
9730,2
9731,3
9732,4
9733,5
9734,6
9735,7
9736,8
9737,9
9738,0
9739,1
9740,2
9741,3
9742,4
9743,5
9744,6
9745,7
9746,8
9747,9
9748,0
9749,1
9750,2
9751,3
9752,4
9753,5
9754,6
9755,7
9756,8
9757,9
9758,0
9759,1
9760,2
9761,3
9762,4
9763,5
9764,6
9765,7
9766,8
9767,9
9768,0
9769,1
9770,2
9771,3
9772,4
9773,5
9774,6
9775,7
9776,8
9777,9
9778,0
9779,1
9780,2
9781,3
9782,4
9783,5
9784,6
9785,7
9786,8
9787,9
9788,0
9789,1
9790,2
9791,3
9792,4
9793,5
9794,6
9795,7
9796,8
9797,9
9798,0
9799,1
9800,2
9801,3
9802,4
9803,5
9804,6
9805,7
9806,8
9807,9
9808,0
9809,1
9810,2
9811,3
9812,4
9813,5
9814,6
9815,7
9816,8
9817,9
